W,cos th,t,dsigdcosth (mu barn),dsigdcosth error (mu barn),dsigdt (mu barn/GeV^2),dsigdt error (mu barn/GeV^2),source
2.255,0.62,-0.482319884,0.3136,0.022,0.300778669,0.021100544,CLAS phi
2.255,0.67,-0.430188527,0.3549,0.0264,0.340390145,0.025320653,CLAS phi
2.255,0.72,-0.378057171,0.4349,0.0334,0.417119397,0.032034463,CLAS phi
2.255,0.78,-0.315499543,0.513,0.0366,0.49202633,0.035103633,CLAS phi
2.255,0.82,-0.273794458,0.568,0.0412,0.544777691,0.039515565,CLAS phi
2.255,0.88,-0.21123683,0.7854,0.0545,0.753289434,0.052271803,CLAS phi
2.255,0.92,-0.169531745,0.8673,0.1185,0.831841006,0.113655205,CLAS phi
2.255,-0.8,-1.962850407,0.0395,0.0094,0.037885068,0.009015687,CLAS phi
2.255,-0.7,-1.858587694,0.049,0.0076,0.046996667,0.007289279,CLAS phi
2.255,-0.6,-1.754324981,0.054,0.0068,0.051792245,0.006521986,CLAS phi
2.255,-0.5,-1.650062269,0.049,0.0063,0.046996667,0.006042429,CLAS phi
2.255,-0.4,-1.545799556,0.056,0.0065,0.053710477,0.006234252,CLAS phi
2.255,-0.3,-1.441536843,0.0527,0.0055,0.050545395,0.005275136,CLAS phi
2.255,-0.2,-1.33727413,0.0539,0.0056,0.051696334,0.005371048,CLAS phi
2.255,-0.1,-1.233011417,0.0531,0.0049,0.050929041,0.004699667,CLAS phi
2.255,0,-1.128748704,0.0597,0.0051,0.057259204,0.00489149,CLAS phi
2.255,0.1,-1.024485991,0.0656,0.0051,0.062917987,0.00489149,CLAS phi
2.255,0.2,-0.920223278,0.0897,0.0061,0.086032674,0.005850605,CLAS phi
2.255,0.3,-0.815960565,0.1239,0.0073,0.118834429,0.007001544,CLAS phi
2.265,0.37,-0.756326509,0.1517,0.012,0.142047159,0.011236427,CLAS phi
2.265,0.42,-0.70292875,0.1686,0.0131,0.157871793,0.012266432,CLAS phi
2.265,0.47,-0.64953099,0.1873,0.0143,0.175381891,0.013390075,CLAS phi
2.265,0.53,-0.585453679,0.2223,0.0162,0.208154802,0.015169176,CLAS phi
2.265,0.57,-0.542735472,0.2731,0.0194,0.255722341,0.018165556,CLAS phi
2.265,0.62,-0.489337712,0.3298,0.0231,0.308814456,0.021630121,CLAS phi
2.265,0.67,-0.435939953,0.4318,0.0297,0.404324082,0.027810156,CLAS phi
2.265,0.72,-0.382542194,0.4111,0.0304,0.384941246,0.028465614,CLAS phi
2.265,0.78,-0.318464883,0.5147,0.035,0.481949062,0.032772911,CLAS phi
2.265,0.82,-0.275746675,0.5557,0.0394,0.520340186,0.036892934,CLAS phi
2.265,0.88,-0.211669364,0.728,0.0516,0.681676544,0.048316634,CLAS phi
2.265,0.93,-0.158271605,0.6331,0.1333,0.592815138,0.124817972,CLAS phi
2.265,-0.8,-2.005834075,0.0292,0.0074,0.027341971,0.00692913,CLAS phi
2.265,-0.7,-1.899038557,0.0382,0.0065,0.035769291,0.006086398,CLAS phi
2.265,-0.6,-1.792243038,0.0473,0.0066,0.044290248,0.006180035,CLAS phi
2.265,-0.5,-1.68544752,0.0468,0.0062,0.043822064,0.005805487,CLAS phi
2.265,-0.4,-1.578652001,0.046,0.0058,0.043072968,0.00543094,CLAS phi
2.265,-0.3,-1.471856483,0.0456,0.0051,0.042698421,0.004775481,CLAS phi
2.265,-0.2,-1.365060964,0.0521,0.0055,0.048784819,0.005150029,CLAS phi
2.265,-0.1,-1.258265446,0.0492,0.0053,0.046069349,0.004962755,CLAS phi
2.265,0,-1.151469927,0.0485,0.0045,0.045413891,0.00421366,CLAS phi
2.265,0.1,-1.044674409,0.072,0.0056,0.067418559,0.005243666,CLAS phi
2.265,0.2,-0.93787889,0.082,0.0058,0.076782248,0.00543094,CLAS phi
2.265,0.3,-0.831083372,0.1176,0.0072,0.11011698,0.006741856,CLAS phi
2.275,0.37,-0.76978171,0.1301,0.0106,0.1190014,0.009695733,CLAS phi
2.275,0.42,-0.715118487,0.1549,0.0125,0.141685756,0.011433647,CLAS phi
2.275,0.47,-0.660455265,0.175,0.0134,0.160071061,0.01225687,CLAS phi
2.275,0.53,-0.594859398,0.2318,0.0165,0.212025554,0.015092414,CLAS phi
2.275,0.57,-0.55112882,0.2885,0.0201,0.263888577,0.018385305,CLAS phi
2.275,0.62,-0.496465597,0.2808,0.0199,0.256845451,0.018202366,CLAS phi
2.275,0.67,-0.441802375,0.3657,0.0263,0.334502782,0.024056394,CLAS phi
2.275,0.72,-0.387139152,0.4186,0.0293,0.382889977,0.026800469,CLAS phi
2.275,0.78,-0.321543286,0.5032,0.0346,0.460272901,0.031648335,CLAS phi
2.275,0.82,-0.277812708,0.547,0.039,0.500336401,0.035672979,CLAS phi
2.275,0.88,-0.212216841,0.7327,0.0501,0.670194664,0.045826058,CLAS phi
2.275,0.92,-0.168486263,1.0193,0.199,0.932345327,0.182023663,CLAS phi
2.275,-0.8,-2.048901115,0.0444,0.0102,0.040612315,0.009329856,CLAS phi
2.275,-0.7,-1.93957467,0.0474,0.0074,0.04335639,0.006768719,CLAS phi
2.275,-0.6,-1.830248225,0.0507,0.0067,0.046374873,0.006128435,CLAS phi
2.275,-0.5,-1.72092178,0.0539,0.0065,0.049301887,0.005945497,CLAS phi
2.275,-0.4,-1.611595335,0.0543,0.0063,0.049667763,0.005762558,CLAS phi
2.275,-0.3,-1.50226889,0.0467,0.0055,0.042716106,0.005030805,CLAS phi
2.275,-0.2,-1.392942446,0.041,0.0048,0.037502363,0.004390521,CLAS phi
2.275,-0.1,-1.283616001,0.0464,0.005,0.042441698,0.004573459,CLAS phi
2.275,0,-1.174289556,0.0518,0.005,0.047381034,0.004573459,CLAS phi
2.275,0.1,-1.064963111,0.0591,0.0049,0.054058284,0.00448199,CLAS phi
2.275,0.2,-0.955636666,0.072,0.0053,0.065857808,0.004847866,CLAS phi
2.275,0.3,-0.846310221,0.111,0.0068,0.101530787,0.006219904,CLAS phi
2.285,0.37,-0.783339522,0.1239,0.01,0.110767176,0.008940046,CLAS phi
2.285,0.42,-0.727411401,0.1386,0.0106,0.123909044,0.009476449,CLAS phi
2.285,0.47,-0.67148328,0.1755,0.0125,0.156897816,0.011175058,CLAS phi
2.285,0.53,-0.604369535,0.1852,0.014,0.165569661,0.012516065,CLAS phi
2.285,0.57,-0.559627039,0.251,0.0185,0.224395166,0.016539086,CLAS phi
2.285,0.62,-0.503698918,0.2863,0.0217,0.25595353,0.019399901,CLAS phi
2.285,0.67,-0.447770797,0.3363,0.0252,0.300653763,0.022528917,CLAS phi
2.285,0.72,-0.391842676,0.3448,0.0255,0.308252802,0.022797118,CLAS phi
2.285,0.78,-0.324728931,0.4747,0.0339,0.424384006,0.030306758,CLAS phi
2.285,0.82,-0.279986434,0.5036,0.0369,0.45022074,0.032988771,CLAS phi
2.285,0.88,-0.212872689,0.6644,0.0512,0.593976688,0.045773038,CLAS phi
2.285,0.92,-0.168130192,0.6534,0.1082,0.584142636,0.096731303,CLAS phi
2.285,-0.8,-2.092057552,0.044,0.0091,0.039336204,0.008135442,CLAS phi
2.285,-0.7,-1.98020131,0.0448,0.0066,0.040051408,0.005900431,CLAS phi
2.285,-0.6,-1.868345068,0.0517,0.0065,0.04622004,0.00581103,CLAS phi
2.285,-0.5,-1.756488826,0.0459,0.0058,0.041034813,0.005185227,CLAS phi
2.285,-0.4,-1.644632584,0.058,0.0061,0.05185227,0.005453428,CLAS phi
2.285,-0.3,-1.532776343,0.0491,0.005,0.043895628,0.004470023,CLAS phi
2.285,-0.2,-1.420920101,0.0366,0.0041,0.03272057,0.003665419,CLAS phi
2.285,-0.1,-1.309063859,0.037,0.0041,0.033078172,0.003665419,CLAS phi
2.285,0,-1.197207617,0.0452,0.0043,0.04040901,0.00384422,CLAS phi
2.285,0.1,-1.085351375,0.0557,0.0045,0.049796059,0.004023021,CLAS phi
2.285,0.2,-0.973495133,0.0711,0.0052,0.06356373,0.004648824,CLAS phi
2.285,0.3,-0.861638892,0.0997,0.0061,0.089132263,0.005453428,CLAS phi
2.295,0.37,-0.796997437,0.1295,0.0105,0.113213556,0.009179478,CLAS phi
2.295,0.42,-0.739804639,0.1477,0.0119,0.129124651,0.010403408,CLAS phi
2.295,0.47,-0.682611842,0.1818,0.0137,0.158936097,0.011977033,CLAS phi
2.295,0.53,-0.613980485,0.1928,0.0143,0.168552692,0.012501574,CLAS phi
2.295,0.57,-0.568226247,0.2126,0.0167,0.185862564,0.01459974,CLAS phi
2.295,0.62,-0.511033449,0.305,0.0233,0.266641967,0.020369698,CLAS phi
2.295,0.67,-0.453840652,0.3534,0.0262,0.308954987,0.022904982,CLAS phi
2.295,0.72,-0.396647854,0.3963,0.0273,0.346459709,0.023866642,CLAS phi
2.295,0.78,-0.328016497,0.4671,0.033,0.408355615,0.028849787,CLAS phi
2.295,0.82,-0.282262259,0.54,0.037,0.472087416,0.03234673,CLAS phi
2.295,0.88,-0.213630902,0.7241,0.0496,0.633034256,0.043362103,CLAS phi
2.295,0.92,-0.167876664,0.5709,0.0829,0.499101307,0.072474161,CLAS phi
2.295,-0.79,-2.123870339,0.0205,0.0063,0.017921837,0.005507687,CLAS phi
2.295,-0.7,-2.020923303,0.048,0.0074,0.041963326,0.006469346,CLAS phi
2.295,-0.6,-1.906537708,0.0409,0.0058,0.035756251,0.005070569,CLAS phi
2.295,-0.5,-1.792152113,0.0433,0.0058,0.037854417,0.005070569,CLAS phi
2.295,-0.4,-1.677766518,0.0362,0.0049,0.031647342,0.004283756,CLAS phi
2.295,-0.3,-1.563380923,0.0411,0.0048,0.035931098,0.004196333,CLAS phi
2.295,-0.2,-1.448995328,0.0459,0.0049,0.04012743,0.004283756,CLAS phi
2.295,-0.1,-1.334609733,0.0394,0.0042,0.034444897,0.003671791,CLAS phi
2.295,0,-1.220224138,0.0461,0.0047,0.040302278,0.004108909,CLAS phi
2.295,0.1,-1.105838543,0.0573,0.0046,0.05009372,0.004021485,CLAS phi
2.295,0.2,-0.991452948,0.0721,0.0053,0.063032412,0.004633451,CLAS phi
2.295,0.3,-0.877067353,0.1105,0.0067,0.096603073,0.005857381,CLAS phi
2.305,0.37,-0.810753154,0.1224,0.0097,0.104691323,0.008296616,CLAS phi
2.305,0.42,-0.752295588,0.1416,0.0111,0.121113492,0.009494066,CLAS phi
2.305,0.47,-0.693838021,0.1536,0.0123,0.131377347,0.010520452,CLAS phi
2.305,0.53,-0.623688941,0.195,0.0144,0.166787648,0.012316626,CLAS phi
2.305,0.57,-0.576922888,0.2388,0.0178,0.204250719,0.015224719,CLAS phi
2.305,0.62,-0.518465322,0.2564,0.02,0.219304373,0.017106425,CLAS phi
2.305,0.67,-0.460007755,0.3109,0.0229,0.265919383,0.019586857,CLAS phi
2.305,0.72,-0.401550188,0.4125,0.0279,0.352820024,0.023863463,CLAS phi
2.305,0.78,-0.331401109,0.5571,0.0369,0.476499479,0.031561355,CLAS phi
2.305,0.82,-0.284635055,0.5565,0.0366,0.475986286,0.031304758,CLAS phi
2.305,0.88,-0.214485976,0.8029,0.0541,0.686737447,0.046272881,CLAS phi
2.305,0.92,-0.167719922,0.5854,0.0731,0.500705071,0.062523985,CLAS phi
2.305,-0.8,-2.178660211,0.0281,0.0084,0.024034528,0.007184699,CLAS phi
2.305,-0.7,-2.061745078,0.0273,0.0052,0.023350271,0.004447671,CLAS phi
2.305,-0.6,-1.944829945,0.033,0.005,0.028225602,0.004276606,CLAS phi
2.305,-0.5,-1.827914812,0.0303,0.0045,0.025916234,0.003848946,CLAS phi
2.305,-0.4,-1.710999679,0.0294,0.0042,0.025146445,0.003592349,CLAS phi
2.305,-0.3,-1.594084546,0.0329,0.0043,0.02814007,0.003677881,CLAS phi
2.305,-0.2,-1.477169413,0.0319,0.0038,0.027284748,0.003250221,CLAS phi
2.305,-0.1,-1.36025428,0.0389,0.0041,0.033271997,0.003506817,CLAS phi
2.305,0,-1.243339146,0.0402,0.0039,0.034383915,0.003335753,CLAS phi
2.305,0.1,-1.126424013,0.0467,0.0041,0.039943503,0.003506817,CLAS phi
2.305,0.2,-1.00950888,0.0698,0.0052,0.059701425,0.004447671,CLAS phi
2.305,0.3,-0.892593747,0.0979,0.006,0.083735952,0.005131928,CLAS phi
2.315,0.37,-0.824604563,0.0977,0.009,0.081794671,0.007534821,CLAS phi
2.315,0.42,-0.764881846,0.1163,0.0101,0.097366636,0.008455744,CLAS phi
2.315,0.47,-0.705159129,0.1405,0.0116,0.117626933,0.009711547,CLAS phi
2.315,0.53,-0.633491869,0.1809,0.0142,0.151449909,0.011888274,CLAS phi
2.315,0.57,-0.585713696,0.1968,0.0159,0.164761426,0.013311518,CLAS phi
2.315,0.62,-0.525990979,0.2328,0.0189,0.194900712,0.015823125,CLAS phi
2.315,0.67,-0.466268262,0.3137,0.0229,0.262630383,0.019171934,CLAS phi
2.315,0.72,-0.406545545,0.3867,0.0283,0.323746156,0.023692827,CLAS phi
2.315,0.78,-0.334878285,0.444,0.0338,0.371717852,0.02829744,CLAS phi
2.315,0.82,-0.287100112,0.4995,0.0358,0.418182583,0.029971845,CLAS phi
2.315,0.88,-0.215432852,0.691,0.0494,0.578506837,0.041357797,CLAS phi
2.315,0.92,-0.167654678,0.5335,0.0567,0.446647464,0.047469374,CLAS phi
2.315,-0.8,-2.222116136,0.0359,0.0084,0.030055565,0.0070325,CLAS phi
2.315,-0.7,-2.102670703,0.0263,0.0053,0.022018422,0.004437173,CLAS phi
2.315,-0.6,-1.983225269,0.0317,0.0051,0.026539315,0.004269732,CLAS phi
2.315,-0.5,-1.863779835,0.0418,0.0057,0.034995059,0.004772054,CLAS phi
2.315,-0.4,-1.744334402,0.039,0.0049,0.032650892,0.004102292,CLAS phi
2.315,-0.3,-1.624888968,0.0368,0.0044,0.030809047,0.00368369,CLAS phi
2.315,-0.2,-1.505443535,0.0349,0.0041,0.029218363,0.00343253,CLAS phi
2.315,-0.1,-1.385998101,0.0286,0.0035,0.023943988,0.002930208,CLAS phi
2.315,0,-1.266552667,0.0333,0.0035,0.027878839,0.002930208,CLAS phi
2.315,0.1,-1.147107234,0.0399,0.0038,0.033404375,0.003181369,CLAS phi
2.315,0.2,-1.0276618,0.0601,0.0047,0.050315862,0.003934851,CLAS phi
2.315,0.3,-0.908216367,0.0804,0.0057,0.06731107,0.004772054,CLAS phi
2.325,0.37,-0.838549721,0.1081,0.0097,0.088623244,0.007952317,CLAS phi
2.325,0.42,-0.777561207,0.1533,0.0117,0.125679402,0.00959197,CLAS phi
2.325,0.47,-0.716572692,0.1553,0.0121,0.127319055,0.009919901,CLAS phi
2.325,0.53,-0.643386475,0.208,0.0156,0.170523911,0.012789293,CLAS phi
2.325,0.57,-0.594595664,0.2273,0.0185,0.186346563,0.01516679,CLAS phi
2.325,0.62,-0.533607149,0.2758,0.0218,0.226108148,0.017872218,CLAS phi
2.325,0.67,-0.472618635,0.3252,0.0237,0.266607577,0.019429888,CLAS phi
2.325,0.72,-0.411630121,0.4157,0.0291,0.340801875,0.023856951,CLAS phi
2.325,0.78,-0.338443903,0.4905,0.0341,0.402124896,0.027956084,CLAS phi
2.325,0.82,-0.289653092,0.569,0.0396,0.466481276,0.032465129,CLAS phi
2.325,0.88,-0.216466875,0.753,0.0546,0.617329352,0.044762527,CLAS phi
2.325,0.93,-0.155478361,0.626,0.205,0.513211387,0.168064432,CLAS phi
2.325,-0.8,-2.265680956,0.0257,0.0071,0.021069541,0.005820768,CLAS phi
2.325,-0.7,-2.143703927,0.0324,0.0059,0.026562378,0.004836976,CLAS phi
2.325,-0.6,-2.021726898,0.0318,0.005,0.026070483,0.004099132,CLAS phi
2.325,-0.5,-1.89974987,0.0277,0.0045,0.022709194,0.003689219,CLAS phi
2.325,-0.4,-1.777772841,0.0431,0.0053,0.035334522,0.00434508,CLAS phi
2.325,-0.3,-1.655795813,0.0297,0.004,0.024348847,0.003279306,CLAS phi
2.325,-0.2,-1.533818784,0.0242,0.0034,0.019839801,0.00278741,CLAS phi
2.325,-0.1,-1.411841755,0.0276,0.0034,0.022627211,0.00278741,CLAS phi
2.325,0,-1.289864727,0.0343,0.0037,0.028120049,0.003033358,CLAS phi
2.325,0.1,-1.167887698,0.0396,0.0038,0.032465129,0.003115341,CLAS phi
2.325,0.2,-1.045910669,0.058,0.0048,0.047549937,0.003935167,CLAS phi
2.325,0.3,-0.923933641,0.0825,0.0056,0.067635686,0.004591028,CLAS phi
2.335,0.37,-0.852586837,0.1133,0.0102,0.090996408,0.008192086,CLAS phi
2.335,0.42,-0.790331632,0.1443,0.0123,0.115893925,0.009878692,CLAS phi
2.335,0.47,-0.728076428,0.167,0.0133,0.134125333,0.010681838,CLAS phi
2.335,0.53,-0.653370182,0.1971,0.0155,0.158300018,0.012448758,CLAS phi
2.335,0.57,-0.603566019,0.2315,0.0187,0.185928231,0.015018825,CLAS phi
2.335,0.62,-0.541310815,0.2346,0.0194,0.188417982,0.015581027,CLAS phi
2.335,0.67,-0.47905561,0.3534,0.0251,0.283831692,0.020158957,CLAS phi
2.335,0.72,-0.416800406,0.3776,0.0274,0.303267818,0.022006192,CLAS phi
2.335,0.78,-0.34209416,0.5265,0.0375,0.422856213,0.030117964,CLAS phi
2.335,0.82,-0.292289997,0.6225,0.0418,0.499958201,0.03357149,CLAS phi
2.335,0.88,-0.217583752,0.7979,0.0581,0.640829957,0.046662765,CLAS phi
2.335,0.92,-0.167779588,0.797,0.1532,0.640107126,0.123041922,CLAS phi
2.335,-0.8,-2.30935862,0.0328,0.0095,0.026343179,0.007629884,CLAS phi
2.335,-0.7,-2.184848211,0.026,0.0061,0.020881788,0.004899189,CLAS phi
2.335,-0.6,-2.060337802,0.0295,0.0052,0.023692798,0.004176358,CLAS phi
2.335,-0.5,-1.935827394,0.0417,0.006,0.033491176,0.004818874,CLAS phi
2.335,-0.4,-1.811316985,0.0313,0.0047,0.025138461,0.003774785,CLAS phi
2.335,-0.3,-1.686806576,0.0253,0.0037,0.020319586,0.002971639,CLAS phi
2.335,-0.2,-1.562296167,0.0303,0.004,0.024335315,0.003212583,CLAS phi
2.335,-0.1,-1.437785758,0.0296,0.0036,0.023773113,0.002891325,CLAS phi
2.335,0,-1.313275349,0.0321,0.0035,0.025780977,0.00281101,CLAS phi
2.335,0.1,-1.188764941,0.0418,0.0039,0.03357149,0.003132268,CLAS phi
2.335,0.2,-1.064254532,0.0556,0.0047,0.044654901,0.003774785,CLAS phi
2.335,0.3,-0.939744123,0.0843,0.0058,0.067705183,0.004658245,CLAS phi
2.345,0.37,-0.866714256,0.1008,0.0095,0.079341323,0.007477605,CLAS phi
2.345,0.42,-0.803191242,0.1235,0.0112,0.097208864,0.008815703,CLAS phi
2.345,0.47,-0.739668228,0.1532,0.0129,0.120586218,0.0101538,CLAS phi
2.345,0.53,-0.663440611,0.1841,0.0156,0.144908112,0.012279014,CLAS phi
2.345,0.57,-0.6126222,0.2288,0.0191,0.18009221,0.015033921,CLAS phi
2.345,0.62,-0.549099186,0.2708,0.0225,0.213151095,0.017710117,CLAS phi
2.345,0.67,-0.485576172,0.315,0.0245,0.247941636,0.019284349,CLAS phi
2.345,0.72,-0.422053158,0.376,0.0276,0.29595573,0.02172441,CLAS phi
2.345,0.78,-0.345825541,0.4956,0.035,0.39009484,0.027549071,CLAS phi
2.345,0.82,-0.29500713,0.6376,0.0444,0.501865355,0.034947964,CLAS phi
2.345,0.88,-0.218779513,0.7465,0.0543,0.587582321,0.042740415,CLAS phi
2.345,0.92,-0.167961102,0.6923,0.0999,0.544920617,0.078632919,CLAS phi
2.345,-0.8,-2.353152784,0.0479,0.0112,0.037702871,0.008815703,CLAS phi
2.345,-0.7,-2.226106756,0.0315,0.0063,0.024794164,0.004958833,CLAS phi
2.345,-0.6,-2.099060728,0.0219,0.0046,0.017237847,0.003620735,CLAS phi
2.345,-0.5,-1.9720147,0.025,0.0044,0.019677908,0.003463312,CLAS phi
2.345,-0.4,-1.844968672,0.0264,0.0042,0.02077987,0.003305888,CLAS phi
2.345,-0.3,-1.717922644,0.0234,0.0035,0.018418522,0.002754907,CLAS phi
2.345,-0.2,-1.590876616,0.0289,0.0037,0.022747661,0.00291233,CLAS phi
2.345,-0.1,-1.463830588,0.0276,0.0035,0.02172441,0.002754907,CLAS phi
2.345,0,-1.33678456,0.036,0.0039,0.028336187,0.003069754,CLAS phi
2.345,0.1,-1.209738532,0.0375,0.0039,0.029516861,0.003069754,CLAS phi
2.345,0.2,-1.082692504,0.0652,0.0053,0.051319983,0.004171716,CLAS phi
2.345,0.3,-0.955646476,0.0817,0.0058,0.064307402,0.004565275,CLAS phi
2.355,0.37,-0.880930449,0.1127,0.0102,0.086970408,0.007871324,CLAS phi
2.355,0.42,-0.816138295,0.1389,0.0117,0.107188906,0.009028871,CLAS phi
2.355,0.47,-0.751346142,0.1969,0.0155,0.151947412,0.011961325,CLAS phi
2.355,0.53,-0.673595558,0.1905,0.0156,0.147008542,0.012038495,CLAS phi
2.355,0.57,-0.621761836,0.247,0.0203,0.190609501,0.015665477,CLAS phi
2.355,0.62,-0.556969683,0.3261,0.0251,0.251650844,0.019369629,CLAS phi
2.355,0.67,-0.49217753,0.3617,0.026,0.279123306,0.020064158,CLAS phi
2.355,0.72,-0.427385376,0.4427,0.0322,0.341630875,0.024848688,CLAS phi
2.355,0.78,-0.349634793,0.5031,0.0379,0.388241458,0.029247369,CLAS phi
2.355,0.82,-0.29780107,0.6527,0.0475,0.503687536,0.036655673,CLAS phi
2.355,0.88,-0.220050486,0.8481,0.0658,0.654477401,0.050777754,CLAS phi
2.355,0.92,-0.168216764,0.9429,0.1744,0.727634408,0.134584198,CLAS phi
2.355,-0.8,-2.397066833,0.0199,0.0064,0.015356798,0.00493887,CLAS phi
2.355,-0.7,-2.267482526,0.036,0.0065,0.027781142,0.00501604,CLAS phi
2.355,-0.6,-2.13789822,0.03,0.0051,0.023150952,0.003935662,CLAS phi
2.355,-0.5,-2.008313914,0.0282,0.0047,0.021761894,0.003626982,CLAS phi
2.355,-0.4,-1.878729607,0.0283,0.0044,0.021839064,0.003395473,CLAS phi
2.355,-0.3,-1.749145301,0.0359,0.0046,0.027703972,0.003549813,CLAS phi
2.355,-0.2,-1.619560995,0.0254,0.0034,0.019601139,0.002623775,CLAS phi
2.355,-0.1,-1.489976688,0.0299,0.0036,0.023073782,0.002778114,CLAS phi
2.355,0,-1.360392382,0.035,0.0038,0.027009443,0.002932454,CLAS phi
2.355,0.1,-1.230808076,0.0405,0.0039,0.031253785,0.003009624,CLAS phi
2.355,0.2,-1.101223769,0.0611,0.0059,0.047150771,0.00455302,CLAS phi
2.355,0.3,-0.971639463,0.0896,0.0062,0.069144175,0.00478453,CLAS phi
2.365,0.37,-0.895233995,0.1156,0.0112,0.087492485,0.008476781,CLAS phi
2.365,0.42,-0.829171178,0.1369,0.0122,0.103613505,0.009233636,CLAS phi
2.365,0.47,-0.763108361,0.1653,0.0138,0.125108198,0.010444605,CLAS phi
2.365,0.53,-0.683832981,0.2103,0.018,0.159166692,0.013623397,CLAS phi
2.365,0.57,-0.630982727,0.2251,0.0193,0.170368152,0.014607309,CLAS phi
2.365,0.62,-0.564919911,0.2971,0.0229,0.224861741,0.017331989,CLAS phi
2.365,0.67,-0.498857094,0.3622,0.0281,0.274133028,0.021267637,CLAS phi
2.365,0.72,-0.432794277,0.5124,0.0365,0.38781271,0.027625222,CLAS phi
2.365,0.78,-0.353518897,0.5622,0.0416,0.425504109,0.031485185,CLAS phi
2.365,0.82,-0.300668643,0.6838,0.0508,0.517537726,0.038448255,CLAS phi
2.365,0.88,-0.221393263,0.9225,0.0698,0.698199111,0.052828507,CLAS phi
2.365,0.92,-0.16854301,0.8274,0.1103,0.626222162,0.083481151,CLAS phi
2.365,-0.78,-2.414678782,0.0219,0.0083,0.016575133,0.0062819,CLAS phi
2.365,-0.7,-2.308978275,0.0209,0.0054,0.015818278,0.004087019,CLAS phi
2.365,-0.6,-2.176852641,0.0251,0.005,0.018997071,0.003784277,CLAS phi
2.365,-0.5,-2.044727008,0.0283,0.0051,0.021419008,0.003859963,CLAS phi
2.365,-0.4,-1.912601374,0.0246,0.0043,0.018618643,0.003254478,CLAS phi
2.365,-0.3,-1.78047574,0.0255,0.004,0.019299813,0.003027422,CLAS phi
2.365,-0.2,-1.648350107,0.023,0.0035,0.017407674,0.002648994,CLAS phi
2.365,-0.1,-1.516224473,0.0257,0.0034,0.019451184,0.002573308,CLAS phi
2.365,0,-1.384098839,0.0311,0.0037,0.023538203,0.002800365,CLAS phi
2.365,0.1,-1.251973206,0.0414,0.0041,0.031333814,0.003103107,CLAS phi
2.365,0.2,-1.119847572,0.0546,0.0051,0.041324305,0.003859963,CLAS phi
2.365,0.3,-0.987721938,0.0936,0.0068,0.070841666,0.005146617,CLAS phi
2.375,0.37,-0.909623578,0.1047,0.0102,0.077745385,0.007574049,CLAS phi
2.375,0.42,-0.842288391,0.1315,0.0118,0.097645828,0.008762135,CLAS phi
2.375,0.47,-0.774953205,0.1801,0.0147,0.133733944,0.010915541,CLAS phi
2.375,0.53,-0.694150982,0.1797,0.0146,0.133436922,0.010841286,CLAS phi
2.375,0.57,-0.640282833,0.2309,0.0197,0.171455678,0.01462831,CLAS phi
2.375,0.62,-0.572947647,0.2815,0.0215,0.209028902,0.015964907,CLAS phi
2.375,0.67,-0.505612461,0.3546,0.0285,0.263309586,0.021162784,CLAS phi
2.375,0.72,-0.438277275,0.3921,0.031,0.291155355,0.023019169,CLAS phi
2.375,0.78,-0.357475051,0.5002,0.0387,0.371425423,0.028736833,CLAS phi
2.375,0.82,-0.303606902,0.6196,0.0484,0.46008635,0.035939605,CLAS phi
2.375,0.88,-0.222804679,0.6865,0.0517,0.509763201,0.038390033,CLAS phi
2.375,0.92,-0.16893653,0.7208,0.0805,0.535232797,0.059775583,CLAS phi
2.375,-0.79,-2.471799896,0.0216,0.0076,0.016039163,0.005643409,CLAS phi
2.375,-0.7,-2.350596561,0.0179,0.0047,0.013291713,0.003490003,CLAS phi
2.375,-0.6,-2.215926188,0.0272,0.005,0.020197464,0.003712769,CLAS phi
2.375,-0.5,-2.081255816,0.0259,0.0046,0.019232144,0.003415748,CLAS phi
2.375,-0.4,-1.946585444,0.0213,0.0039,0.015816396,0.00289596,CLAS phi
2.375,-0.3,-1.811915072,0.029,0.0041,0.021534061,0.003044471,CLAS phi
2.375,-0.2,-1.677244699,0.0209,0.0031,0.015519375,0.002301917,CLAS phi
2.375,-0.1,-1.542574327,0.0228,0.0031,0.016930227,0.002301917,CLAS phi
2.375,0,-1.407903955,0.0284,0.0035,0.021088529,0.002598938,CLAS phi
2.375,0.1,-1.273233583,0.0391,0.0039,0.029033855,0.00289596,CLAS phi
2.375,0.2,-1.13856321,0.0617,0.0052,0.045815571,0.00386128,CLAS phi
2.375,0.3,-1.003892838,0.083,0.0061,0.061631967,0.004529578,CLAS phi
2.385,0.37,-0.924097972,0.1113,0.0107,0.0811113,0.007797762,CLAS phi
2.385,0.42,-0.855488542,0.1298,0.0119,0.094593411,0.008672277,CLAS phi
2.385,0.47,-0.786879113,0.1345,0.0131,0.098018597,0.009546793,CLAS phi
2.385,0.53,-0.704547797,0.1584,0.0153,0.115436027,0.011150071,CLAS phi
2.385,0.57,-0.649660253,0.2105,0.0191,0.153404569,0.013919369,CLAS phi
2.385,0.62,-0.581050824,0.2274,0.0195,0.165720661,0.014210875,CLAS phi
2.385,0.67,-0.512441394,0.2922,0.0238,0.21294449,0.017344555,CLAS phi
2.385,0.72,-0.443831965,0.3547,0.0303,0.258492165,0.022081513,CLAS phi
2.385,0.78,-0.361500649,0.4429,0.039,0.322769044,0.028421749,CLAS phi
